,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lakitoimisto Kumpuvuori Oy,08.10.2015,
1,Y-tunnus,2715864-1,,
2,Kotipaikka,Turku,08.10.2015,
3,Yritysmuoto,Osakeyhtiö,08.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.10.2015,,
6,Viimeisin rekisteröintiajankohta,17.02.2023,17.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,08.10.2015,,
8,Yrityksen tila,Rekisterissä,08.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.03.2020,
11,Yhteystiedot,,24.03.2022,
12,Postiosoite,Verkatehtaankatu 4 as. 227  20100  Turku  Suomi,,
13,Käyntiosoite,Verkatehtaankatu 4 as. 227  20100  Turku  Suomi,,
14,Puhelin,0505520024,,
15,Sähköposti,Laki(a)Kumpuvuori.fi,,
16,Www,http://www.kumpuvuori.fi,,
