,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Nostintiimi Oy,03.06.2015,
1,Y-tunnus,2688922-3,,
2,Kotipaikka,Pori,03.06.2015,
3,Yritysmuoto,Osakeyhtiö,03.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.06.2015,,
6,Viimeisin rekisteröintiajankohta,27.08.2022,27.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.06.2015,,
8,Yrityksen tila,Rekisterissä,03.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.10.2019,
11,Yhteystiedot,,30.04.2015,
12,Postiosoite,Hillakuja 16 B  28220  Pori  Suomi,,
13,Käyntiosoite,Nyrhintie 4  28760  Pori  Suomi,,
14,Puhelin,040 5916853,,
15,Sähköposti,nostintiimi(a)nostintiimi.fi,,
16,Www,http://www.nostintiimi.fi,,
