,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Fennomen Kehitys Oy,21.05.2015,
1,Y-tunnus,2689814-6,,
2,Kotipaikka,Lahti,21.05.2015,
3,Yritysmuoto,Osakeyhtiö,21.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.05.2015,,
6,Viimeisin rekisteröintiajankohta,26.03.2023,26.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,21.05.2015,,
8,Yrityksen tila,Rekisterissä,21.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.03.2023,
11,Yhteystiedot,,31.08.2020,
12,Postiosoite,Päijänteenkatu 9 A 3  15140  Lahti  Suomi,,
13,Sähköposti,etunimi.sukunimi(a)fennomen.fi,,
14,Www,http://www.fennomen.fi,,
