,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Proseduuri Oy,14.09.2015,
1,Y-tunnus,2710574-2,,
2,Kotipaikka,Tampere,14.09.2015,
3,Yritysmuoto,Osakeyhtiö,14.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.09.2015,,
6,Viimeisin rekisteröintiajankohta,13.10.2022,13.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,14.09.2015,,
8,Yrityksen tila,Rekisterissä,14.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.04.2020,
11,Yhteystiedot,,27.06.2016,
12,Postiosoite,Hämeenkatu 7  33100  Tampere  Suomi,,
13,Käyntiosoite,Hämeenkatu 7  33100  Tampere  Suomi,,
14,Puhelin,010 567 4370,,
15,Sähköposti,myynti(a)proseduuri.fi,,
16,Www,http://www.proseduuri.fi,,
