,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Hius Studio Zeta Oy,02.09.2015,
1,Y-tunnus,2707550-4,,
2,Kotipaikka,Nivala,02.09.2015,
3,Yritysmuoto,Osakeyhtiö,02.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.09.2015,,
6,Viimeisin rekisteröintiajankohta,14.02.2023,14.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,02.09.2015,,
8,Yrityksen tila,Rekisterissä,02.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.06.2020,
11,Yhteystiedot,,28.08.2015,
12,Postiosoite,Kalliontie 22 M 1  85500  Nivala  Suomi,,
13,Käyntiosoite,Kalliontie 22 M 1  85500  Nivala  Suomi,,
14,Puhelin,040 4177678,,
