,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Avalanche Information Technology Oy,14.09.2018,
1,Y-tunnus,2684148-1,,
2,Kotipaikka,Ilmajoki,10.04.2015,
3,Yritysmuoto,Osakeyhtiö,10.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.04.2015,,
6,Viimeisin rekisteröintiajankohta,24.08.2022,24.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,10.04.2015,,
8,Yrityksen tila,Rekisterissä,10.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,31.07.2021,
11,Yhteystiedot,,15.12.2022,
12,Postiosoite,Jurvantie 1464  61340  Nopankylä  Suomi,,
