,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Real Skifi Oy,18.12.2015,
1,Y-tunnus,2730991-3,,
2,Kotipaikka,Jyväskylä,18.12.2015,
3,Yritysmuoto,Osakeyhtiö,18.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.12.2015,,
6,Viimeisin rekisteröintiajankohta,26.03.2023,26.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,18.12.2015,,
8,Yrityksen tila,Rekisterissä,18.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.03.2023,
11,Yhteystiedot,,10.12.2015,
12,Postiosoite,Alakivi 5 B 8  40640  Jyväskylä  Suomi,,
13,Puhelin,0504688167,,
14,Sähköposti,realskifi(a)gmail.com,,
15,Www,http://realskifi.net,,
