,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Palolantie 5,13.01.2016,
1,Y-tunnus,2733012-2,,
2,Kotipaikka,Oulu,13.01.2016,
3,Yritysmuoto,Osakeyhtiö,13.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.01.2016,,
6,Viimeisin rekisteröintiajankohta,25.05.2022,25.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,13.01.2016,,
8,Yrityksen tila,Rekisterissä,13.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.11.2019,
11,Yhteystiedot,,14.02.2023,
12,Postiosoite,Hiekkamäentie 11  01150  Söderkulla  Suomi,,
13,Käyntiosoite,Palolantie 5  90620  Oulu  Suomi,,
14,Puhelin,0400586856,,
