,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sambody Fysiotest Oy,21.05.2015,
1,Y-tunnus,2691186-5,,
2,Kotipaikka,Pudasjärvi,21.05.2015,
3,Yritysmuoto,Osakeyhtiö,21.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.05.2015,,
6,Viimeisin rekisteröintiajankohta,27.10.2021,27.10.2021,
7,Yrityksen tiedot järjestelmässä alkaen,21.05.2015,,
8,Yrityksen tila,Rekisterissä,21.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,18.05.2015,
12,Postiosoite,Pikkaraisentie 27 C  93270  Sotkajärvi  Suomi,,
13,Käyntiosoite,Pikkaraisentie 27 C  93270  Sotkajärvi  Suomi,,
14,Puhelin,044-9802474,,
15,Sähköposti,sampo.fysiotest(a)gmail.com,,
