,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lumohousing 15 Oy,09.09.2022,
1,Y-tunnus,2735709-3,,
2,Kotipaikka,Helsinki,19.01.2016,
3,Yritysmuoto,Osakeyhtiö,19.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.01.2016,,
6,Viimeisin rekisteröintiajankohta,29.05.2023,29.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,19.01.2016,,
8,Yrityksen tila,Rekisterissä,19.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.09.2020,
11,Yhteystiedot,,14.09.2022,
12,Postiosoite,c/o Lumo Kodit Oy  PL 40  00301  Helsinki  Suomi,,
13,Käyntiosoite,c/o Lumo Kodit Oy  Mannerheimintie 168a  00300  Helsinki  Suomi,,
14,Puhelin,020 508 5000,,
