,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Youmove Hyvinkää Oy,11.02.2016,
1,Y-tunnus,2738320-8,,
2,Kotipaikka,Hyvinkää,11.02.2016,
3,Yritysmuoto,Osakeyhtiö,11.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.02.2016,,
6,Viimeisin rekisteröintiajankohta,24.05.2022,24.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,11.02.2016,,
8,Yrityksen tila,Rekisterissä,11.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.05.2022,
11,Yhteystiedot,,16.06.2016,
12,Postiosoite,Suutarinkatu 2  05900  Hyvinkää  Suomi,,
13,Käyntiosoite,Suutarinkatu 2  05800  Hyvinkää  Suomi,,
14,Puhelin,0415056870,,
15,Sähköposti,hyvinkaa(a)youmove.fi,,
