,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Adia Capital Oy,27.10.2015,
1,Y-tunnus,2719789-4,,
2,Kotipaikka,Rovaniemi,27.10.2015,
3,Yritysmuoto,Osakeyhtiö,27.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.10.2015,,
6,Viimeisin rekisteröintiajankohta,12.04.2023,12.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,27.10.2015,,
8,Yrityksen tila,Rekisterissä,27.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.06.2021,
11,Yhteystiedot,,19.01.2021,
12,Postiosoite,Sahanperäntie 11  96200  Rovaniemi  Suomi,,
13,Käyntiosoite,Sahanperäntie 11  96200  Rovaniemi  Suomi,,
14,Puhelin,0400-690490,,
15,Sähköposti,pertti.jaasko(a)polarrengas.fi,,
