,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Veljekset Suutala Oy,17.12.2015,
1,Y-tunnus,2729959-1,,
2,Kotipaikka,Lapua,17.12.2015,
3,Yritysmuoto,Osakeyhtiö,17.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.12.2015,,
6,Viimeisin rekisteröintiajankohta,26.04.2023,26.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,17.12.2015,,
8,Yrityksen tila,Rekisterissä,17.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,04.08.2021,
11,Yhteystiedot,,07.12.2015,
12,Postiosoite,Suutalantie 11  62100  Lapua  Suomi,,
13,Käyntiosoite,Suutalantie 11  62100  Lapua  Suomi,,
