,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Feelette Oy,31.12.2015,
1,Y-tunnus,2714126-8,,
2,Kotipaikka,Helsinki,02.10.2015,
3,Yritysmuoto,Osakeyhtiö,02.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.10.2015,,
6,Viimeisin rekisteröintiajankohta,14.07.2022,14.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.10.2015,,
8,Yrityksen tila,Rekisterissä,02.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.04.2020,
11,Yhteystiedot,,08.09.2021,
12,Postiosoite,Hitsaajankatu 22  00810  Helsinki  Suomi,,
13,Käyntiosoite,Hitsaajankatu 22  00810  Helsinki  Suomi,,
14,Puhelin,"+358453525035, +358406174000",,
15,Sähköposti,lari(a)feelette.com,,
16,Www,http://www.feelette.com,,
