,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Osakeyhtiö Slow Mondo,30.09.2015,
1,Y-tunnus,2712809-8,,
2,Kotipaikka,Hämeenlinna,30.09.2015,
3,Yritysmuoto,Osakeyhtiö,30.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.09.2015,,
6,Viimeisin rekisteröintiajankohta,09.09.2022,09.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.09.2015,,
8,Yrityksen tila,Rekisterissä,30.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,28.06.2018,
12,Postiosoite,Rautatienkatu 26  13210  Hämeenlinna  Suomi,,
13,Puhelin,"0415012613, 0405372113",,
