,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Armas Galleria & Keittiö Oy,19.11.2015,
1,Y-tunnus,2722120-9,,
2,Kotipaikka,Kangasala,19.11.2015,
3,Yritysmuoto,Osakeyhtiö,19.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.11.2015,,
6,Viimeisin rekisteröintiajankohta,05.05.2022,05.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,19.11.2015,,
8,Yrityksen tila,Rekisterissä,19.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.05.2021,
11,Yhteystiedot,,27.01.2017,
12,Postiosoite,Keskusaukio 4  36200  Kangasala  Suomi,,
13,Käyntiosoite,Keskusaukio 4  36200  Kangasala  Suomi,,
14,Puhelin,"0503444814, 050 3444 814",,
15,Sähköposti,myynti(a)pirkanmaanjuhlapalvelut.fi,,
