,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kahvila Jenna ja Minna Oy,29.07.2015,
1,Y-tunnus,2700247-9,,
2,Kotipaikka,Tampere,29.07.2015,
3,Yritysmuoto,Osakeyhtiö,29.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.07.2015,,
6,Viimeisin rekisteröintiajankohta,25.08.2022,25.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,29.07.2015,,
8,Yrityksen tila,Rekisterissä,29.07.2015,
9,Yrityksen tilanne,Konkurssissa,23.08.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Kyllä,23.06.2020,
12,Yhteystiedot,,27.12.2016,
13,Postiosoite,Otavalankatu 10  33100  Tampere  Suomi,,
14,Käyntiosoite,Otavalankatu 10  33100  Tampere  Suomi,,
15,Puhelin,0503282129,,
16,Sähköposti,kahvila(a)jennajaminna.fi,,
