,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Helsingin Paine- ja Höyrypesut Oy,23.08.2022,
1,Y-tunnus,2715148-2,,
2,Kotipaikka,Helsinki,14.12.2015,
3,Yritysmuoto,Osakeyhtiö,14.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.12.2015,,
6,Viimeisin rekisteröintiajankohta,05.10.2022,05.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,14.12.2015,,
8,Yrityksen tila,Rekisterissä,14.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,14.12.2022,
12,Postiosoite,katiskapolku 3 A  00980  Helsinki  Suomi,,
13,Käyntiosoite,Katiskapolku 3 A  00980  Helsinki  Suomi,,
14,Puhelin,0505443177,,
15,Sähköposti,info(a)helsinginpainepesu.fi,,
