,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kaweri-Viehe Oy,20.07.2015,
1,Y-tunnus,2700518-6,,
2,Kotipaikka,Savonlinna,20.07.2015,
3,Yritysmuoto,Osakeyhtiö,20.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.07.2015,,
6,Viimeisin rekisteröintiajankohta,29.04.2022,29.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,20.07.2015,,
8,Yrityksen tila,Rekisterissä,20.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.06.2020,
11,Yhteystiedot,,06.11.2019,
12,Postiosoite,Niskavuorentie 20 B  58410  Haapakallio  Suomi,,
13,Käyntiosoite,Niskavuorentie 20b  58410  Haapakallio  Suomi,,
14,Sähköposti,info(a)kaweri.fi,,
15,Www,http://www.kaweri.fi,,
