,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,TimBuilder Oy,01.02.2015,
1,Y-tunnus,2668553-8,,
2,Kotipaikka,Siikajoki,01.02.2015,
3,Yritysmuoto,Osakeyhtiö,01.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.02.2015,,
6,Viimeisin rekisteröintiajankohta,31.08.2022,31.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.02.2015,,
8,Yrityksen tila,Rekisterissä,01.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,14.06.2020,
11,Yhteystiedot,,01.06.2020,
12,Postiosoite,Vanttikatu 19  92100  Raahe  Suomi,,
13,Käyntiosoite,Vanttikatu 19  92100  Raahe  Suomi,,
14,Puhelin,044-3097711,,
15,Sähköposti,juhanatimlin(a)timbuilder.fi,,
