,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,ProCeiling Oy,20.05.2015,
1,Y-tunnus,2691107-2,,
2,Kotipaikka,Helsinki,16.04.2018,
3,Yritysmuoto,Osakeyhtiö,20.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.05.2015,,
6,Viimeisin rekisteröintiajankohta,21.12.2022,21.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,20.05.2015,,
8,Yrityksen tila,Rekisterissä,20.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,05.04.2020,
11,Yhteystiedot,,18.04.2018,
12,Postiosoite,Niittyläntie 1  00620  Helsinki  Suomi,,
13,Käyntiosoite,Niittyläntie 1  00620  Helsinki  Suomi,,
14,Puhelin,"+358447470047, +358400608708",,
15,Sähköposti,info(a)proceiling.fi,,
16,Www,http://www.proceiling.fi,,
