,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Seriplus Oy,05.05.2015,
1,Y-tunnus,2685540-2,,
2,Kotipaikka,Loimaa,05.05.2015,
3,Yritysmuoto,Osakeyhtiö,05.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.05.2015,,
6,Viimeisin rekisteröintiajankohta,22.04.2022,22.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,05.05.2015,,
8,Yrityksen tila,Rekisterissä,05.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,12.02.2020,
11,Yhteystiedot,,21.04.2017,
12,Postiosoite,Kartanomäenkatu 24  32200  Loimaa  Suomi,,
13,Käyntiosoite,Kartanomäenkatu 24  32200  Loimaa  Suomi,,
14,Puhelin,0400 765 205,,
