,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Uusiraide Oy,19.10.2015,
1,Y-tunnus,2717783-4,,
2,Kotipaikka,Espoo,19.10.2015,
3,Yritysmuoto,Osakeyhtiö,19.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.10.2015,,
6,Viimeisin rekisteröintiajankohta,01.07.2022,01.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,19.10.2015,,
8,Yrityksen tila,Rekisterissä,19.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.06.2020,
11,Yhteystiedot,,17.04.2016,
12,Postiosoite,Siuntiontie 6  02600  Espoo  Suomi,,
13,Käyntiosoite,Siuntiontie 6  02600  Espoo  Suomi,,
14,Puhelin,"0408621338, 0408621338",,
15,Sähköposti,mikko.tormi(a)uusiraide.fi,,
