,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Muuramen Star Invest Oy,19.05.2015,
1,Y-tunnus,2689113-9,,
2,Kotipaikka,Muurame,19.05.2015,
3,Yritysmuoto,Osakeyhtiö,19.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.05.2015,,
6,Viimeisin rekisteröintiajankohta,24.09.2022,24.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,19.05.2015,,
8,Yrityksen tila,Rekisterissä,19.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.07.2020,
11,Yhteystiedot,,13.03.2019,
12,Postiosoite,Vasarakatu 9 B  40320  Jyväskylä  Suomi,,
13,Käyntiosoite,Vasarakatu 9 B  40320  Jyväskylä  Suomi,,
14,Puhelin,0201107400,,
