,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Puutarhakatu 7 Oy,19.02.2015,
1,Y-tunnus,2671528-2,,
2,Kotipaikka,Forssa,19.02.2015,
3,Yritysmuoto,Osakeyhtiö,19.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.02.2015,,
6,Viimeisin rekisteröintiajankohta,28.10.2022,28.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,19.02.2015,,
8,Yrityksen tila,Rekisterissä,19.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,29.01.2015,
12,Postiosoite,Kauppakatu 16  30100  Forssa  Suomi,,
13,Käyntiosoite,Puutarhakatu 7  30100  Forssa  Suomi,,
14,Puhelin,0405538473,,
