,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,1419 J ja M Nättinen Oy,02.09.2015,
1,Y-tunnus,2701991-6,,
2,Kotipaikka,Jyväskylä,02.09.2015,
3,Yritysmuoto,Osakeyhtiö,02.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.09.2015,,
6,Viimeisin rekisteröintiajankohta,09.01.2023,09.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,02.09.2015,,
8,Yrityksen tila,Rekisterissä,02.09.2015,
9,Yrityksen tilanne,Selvitystilassa,09.01.2023,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Kyllä,04.12.2022,
12,Yhteystiedot,,02.09.2015,
13,Postiosoite,Kannaksenkatu 8  40600  Jyväskylä  Suomi,,
14,Käyntiosoite,Puistokatu 15  40100  Jyväskylä  Suomi,,
