,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Taksipalvelu Viik Oy,20.02.2015,
1,Y-tunnus,2671417-5,,
2,Kotipaikka,Vantaa,20.02.2015,
3,Yritysmuoto,Osakeyhtiö,20.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.02.2015,,
6,Viimeisin rekisteröintiajankohta,08.02.2023,08.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,20.02.2015,,
8,Yrityksen tila,Rekisterissä,20.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.02.2023,
11,Yhteystiedot,,21.05.2015,
12,Postiosoite,Pakkalanrinne 14 B 22  01510  Vantaa  Suomi,,
13,Käyntiosoite,Vaaralankulma 12 I  01230  Vantaa  Suomi,,
14,Puhelin,0408483627,,
15,Sähköposti,Taksi378(a)luukku.com,,
