,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Varsinais-Suomen Ilmanvaihtotekniikka Oy,27.01.2015,
1,Y-tunnus,2667426-5,,
2,Kotipaikka,Turku,27.01.2015,
3,Yritysmuoto,Osakeyhtiö,27.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.01.2015,,
6,Viimeisin rekisteröintiajankohta,30.12.2022,30.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.01.2015,,
8,Yrityksen tila,Rekisterissä,27.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.06.2020,
11,Yhteystiedot,,11.11.2019,
12,Postiosoite,Kivitokeenkatu 1  20780  Kaarina  Suomi,,
13,Käyntiosoite,Kivitokeenkatu 1  20780  Kaarina  Suomi,,
