,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Coaching Language Finland Oy,22.01.2016,
1,Y-tunnus,2736242-3,,
2,Kotipaikka,Kaarina,22.01.2016,
3,Yritysmuoto,Osakeyhtiö,22.01.2016,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,22.01.2016,,
6,Viimeisin rekisteröintiajankohta,30.03.2023,30.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,22.01.2016,,
8,Yrityksen tila,Rekisterissä,22.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,10.06.2020,
11,Yhteystiedot,,31.05.2022,
12,Postiosoite,c/o Werstas Pharmacity  Itäinen Pitkäkatu 4 C  20520  Turku  Suomi,,
13,Käyntiosoite,c/o Werstas Pharmacity  Itäinen Pitkäkatu 4 C  20520  Turku  Suomi,,
