,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Pitopalvelu Nanna Oy,26.01.2016,
1,Y-tunnus,2732842-8,,
2,Kotipaikka,Karkkila,26.01.2016,
3,Yritysmuoto,Osakeyhtiö,26.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.01.2016,,
6,Viimeisin rekisteröintiajankohta,09.05.2023,09.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,26.01.2016,,
8,Yrityksen tila,Rekisterissä,26.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.06.2021,
11,Yhteystiedot,,23.12.2015,
12,Postiosoite,Kuusanpolku 7  03620  Karkkila  Suomi,,
13,Käyntiosoite,Kuusanpolku 7  03620  Karkkila  Suomi,,
