,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Kuusimäentie 17,31.08.2015,
1,Y-tunnus,2680971-3,,
2,Kotipaikka,Vantaa,31.08.2015,
3,Yritysmuoto,Osakeyhtiö,31.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.08.2015,,
6,Viimeisin rekisteröintiajankohta,10.03.2023,10.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,31.08.2015,,
8,Yrityksen tila,Rekisterissä,31.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,08.07.2015,
12,Postiosoite,Vapaalantie 32  01650  Vantaa  Suomi,,
13,Käyntiosoite,Kuusimäentie 17  01900  Nurmijärvi  Suomi,,
14,Puhelin,"(09) 852 3527, 0400457155",,
15,Faksi,09 852 3526,,
16,Sähköposti,info(a)finn-tips.fi,,
