,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Psykologipalvelu Peilikuva Oy,30.09.2015,
1,Y-tunnus,2698937-1,,
2,Kotipaikka,Sastamala,30.09.2015,
3,Yritysmuoto,Osakeyhtiö,30.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.09.2015,,
6,Viimeisin rekisteröintiajankohta,26.04.2022,26.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.09.2015,,
8,Yrityksen tila,Rekisterissä,30.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,10.03.2022,
11,Yhteystiedot,,04.07.2022,
12,Postiosoite,Marttilankatu 28 A 17  38200  Sastamala  Suomi,,
13,Käyntiosoite,Marttilankatu 28 A 17  38200  Sastamala  Suomi,,
14,Puhelin,"040-5523345, 040-5523345",,
15,Sähköposti,mari.kyttala(a)peilikuva.fi,,
16,Www,http://www.peilikuva.fi,,
