,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Vasa-Pipe Oy,11.02.2016,
1,Y-tunnus,2739522-5,,
2,Kotipaikka,Helsinki,11.02.2016,
3,Yritysmuoto,Osakeyhtiö,11.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.02.2016,,
6,Viimeisin rekisteröintiajankohta,04.05.2023,04.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,11.02.2016,,
8,Yrityksen tila,Rekisterissä,11.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.11.2019,
11,Yhteystiedot,,26.01.2016,
12,Postiosoite,Papinhaankatu 2  26100  Rauma  Suomi,,
13,Käyntiosoite,Töölöntorinkatu 11 B 62  00260  Helsinki  Suomi,,
