,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Oulunsalon Tilitoimisto Oy,07.12.2015,
1,Y-tunnus,2728456-8,,
2,Kotipaikka,Oulu,07.12.2015,
3,Yritysmuoto,Osakeyhtiö,07.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.12.2015,,
6,Viimeisin rekisteröintiajankohta,18.11.2022,18.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,07.12.2015,,
8,Yrityksen tila,Rekisterissä,07.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,05.09.2019,
11,Yhteystiedot,,20.09.2017,
12,Postiosoite,c/o Mikkonen  Maustetie 29  90460  Oulunsalo  Suomi,,
