,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Mikress Oy,30.06.2020,
1,Y-tunnus,2698269-8,,
2,Kotipaikka,Mikkeli,01.07.2015,
3,Yritysmuoto,Osakeyhtiö,01.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.07.2015,,
6,Viimeisin rekisteröintiajankohta,21.05.2022,21.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.07.2015,,
8,Yrityksen tila,Rekisterissä,01.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.06.2020,
11,Yhteystiedot,,31.05.2022,
12,Postiosoite,c/o ATar Tilipalvelu Tarkiainen Oy  Lehmuskatu 11  50120  Mikkeli  Suomi,,
13,Käyntiosoite,Yrittäjänkatu 17  50130  Mikkeli  Suomi,,
14,Puhelin,"015360044, 0440150115",,
15,Www,http://www.mikkelinruoste-esto.fi,,
