,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,SIRWESTON OY,13.02.2015,
1,Y-tunnus,2674163-2,,
2,Kotipaikka,Koski Tl,13.02.2015,
3,Yritysmuoto,Osakeyhtiö,13.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.02.2015,,
6,Viimeisin rekisteröintiajankohta,25.02.2021,25.02.2021,
7,Yrityksen tiedot järjestelmässä alkaen,13.02.2015,,
8,Yrityksen tila,Rekisterissä,13.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.02.2021,
11,Yhteystiedot,,25.02.2021,
12,Postiosoite,Nurmitie 1  31500  Koski Tl  Suomi,,
13,Käyntiosoite,Nurmitie 1  31500  Koski Tl  Suomi,,
14,Puhelin,+358442829714,,
15,Sähköposti,sirvidasoy(a)hot.ee,,
