,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,LVISELVIS 24 Oy,07.04.2015,
1,Y-tunnus,2681076-5,,
2,Kotipaikka,Kirkkonummi,07.04.2015,
3,Yritysmuoto,Osakeyhtiö,07.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.04.2015,,
6,Viimeisin rekisteröintiajankohta,06.05.2022,06.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,07.04.2015,,
8,Yrityksen tila,Rekisterissä,07.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.09.2020,
11,Yhteystiedot,,11.03.2015,
12,Postiosoite,Sarvirinne 3a  02400  Kirkkonummi  Suomi,,
13,Käyntiosoite,Sarvirinne 3a  02400  Kirkkonummi  Suomi,,
