,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ambitus Guidance Services Oy,30.09.2015,
1,Y-tunnus,2712557-5,,
2,Kotipaikka,Kirkkonummi,30.09.2015,
3,Yritysmuoto,Osakeyhtiö,30.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.09.2015,,
6,Viimeisin rekisteröintiajankohta,09.03.2022,09.03.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.09.2015,,
8,Yrityksen tila,Rekisterissä,30.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.05.2020,
11,Yhteystiedot,,21.09.2015,
12,Postiosoite,Fagerkullantie 4  02400  Kirkkonummi  Suomi,,
13,Käyntiosoite,Fagerkullantie 4  02400  Kirkkonummi  Suomi,,
14,Puhelin,"0405454959, 0405454959",,
