,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Hankiworks Oy,30.03.2015,
1,Y-tunnus,2682502-7,,
2,Kotipaikka,Nurmijärvi,30.03.2015,
3,Yritysmuoto,Osakeyhtiö,30.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.03.2015,,
6,Viimeisin rekisteröintiajankohta,15.03.2023,15.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,30.03.2015,,
8,Yrityksen tila,Rekisterissä,30.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.03.2023,
11,Yhteystiedot,,29.05.2022,
12,Postiosoite,Nelostie 4283  95355  Koivu  Suomi,,
13,Käyntiosoite,Tietokatu 6  94600  Kemi  Suomi,,
14,Puhelin,+358443396006,,
15,Sähköposti,support(a)hankiworks.com,,
16,Www,http://www.hankiworks.com,,
