,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Mysteeri Experience Oy,04.02.2015,
1,Y-tunnus,2670216-6,,
2,Kotipaikka,Helsinki,11.09.2019,
3,Yritysmuoto,Osakeyhtiö,04.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.02.2015,,
6,Viimeisin rekisteröintiajankohta,03.05.2022,03.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,04.02.2015,,
8,Yrityksen tila,Rekisterissä,04.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.06.2020,
11,Yhteystiedot,,01.01.2023,
12,Postiosoite,Kelohongantie 14 D 23  02120  Espoo  Suomi,,
13,Www,http://www.mysteeripelit.fi,,
