,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,TT-Tärylaite Oy,13.04.2015,
1,Y-tunnus,2679589-2,,
2,Kotipaikka,Kirkkonummi,12.03.2015,
3,Yritysmuoto,Osakeyhtiö,12.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.03.2015,,
6,Viimeisin rekisteröintiajankohta,11.06.2022,11.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,12.03.2015,,
8,Yrityksen tila,Rekisterissä,12.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,07.08.2019,
11,Yhteystiedot,,04.08.2021,
12,Postiosoite,Kolmenkylänkuja 5  02420  Jorvas  Suomi,,
13,Käyntiosoite,Kehänreuna 4  02430  Masala  Suomi,,
14,Puhelin,"09 755 2730, 0409001811",,
15,Sähköposti,info(a)tarylaite.fi,,
16,Www,http://www.tarylaite.fi,,
