,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,PLAZA CAPITAL PARTNER OY,01.02.2016,
1,Y-tunnus,2732567-3,,
2,Kotipaikka,Salo,01.02.2016,
3,Yritysmuoto,Osakeyhtiö,01.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.02.2016,,
6,Viimeisin rekisteröintiajankohta,12.06.2021,12.06.2021,
7,Yrityksen tiedot järjestelmässä alkaen,01.02.2016,,
8,Yrityksen tila,Rekisterissä,01.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.07.2020,
11,Yhteystiedot,,17.12.2015,
12,Postiosoite,Vilhonkatu 8  24100  Salo  Suomi,,
13,Puhelin,"050 371 4801, 050 371 4801",,
