,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Maaco Oy,19.01.2016,
1,Y-tunnus,2732981-8,,
2,Kotipaikka,Helsinki,19.01.2016,
3,Yritysmuoto,Osakeyhtiö,19.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.01.2016,,
6,Viimeisin rekisteröintiajankohta,18.05.2023,18.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,19.01.2016,,
8,Yrityksen tila,Rekisterissä,19.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.03.2023,
11,Yhteystiedot,,21.12.2015,
12,Postiosoite,Kutomotie 11 F 25  00380  Helsinki  Suomi,,
13,Käyntiosoite,Kutomotie 11 F 25  00380  Helsinki  Suomi,,
14,Puhelin,044 593 8661,,
15,Sähköposti,maarit_helander(a)hotmail.com,,
