,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,CapCai Oy,19.03.2015,
1,Y-tunnus,2681445-9,,
2,Kotipaikka,Sipoo,19.03.2015,
3,Yritysmuoto,Osakeyhtiö,19.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.03.2015,,
6,Viimeisin rekisteröintiajankohta,17.05.2022,17.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,19.03.2015,,
8,Yrityksen tila,Rekisterissä,19.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,05.04.2021,
11,Yhteystiedot,,13.03.2015,
12,Postiosoite,Metsokuja 8  01150  Söderkulla  Suomi,,
13,Puhelin,0407375394,,
