,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MAURICE WARD & CO Oy,23.11.2017,
1,Y-tunnus,2696055-2,,
2,Kotipaikka,Helsinki,15.06.2015,
3,Yritysmuoto,Osakeyhtiö,15.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.06.2015,,
6,Viimeisin rekisteröintiajankohta,28.03.2023,28.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,15.06.2015,,
8,Yrityksen tila,Rekisterissä,15.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.08.2019,
11,Yhteystiedot,,02.03.2023,
12,Postiosoite,Malmin Kauppatie 12  00700  Helsinki  Suomi,,
13,Käyntiosoite,Malmin Kauppatie 12  00700  Helsinki  Suomi,,
14,Puhelin,+358405777753,,
15,Sähköposti,finland(a)mauriceward.com,,
16,Www,http://www.mauriceward.com,,
