,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Voimavarakeskus Tempo Oy,02.02.2021,
1,Y-tunnus,2705096-4,,
2,Kotipaikka,Espoo,02.02.2021,
3,Yritysmuoto,Osakeyhtiö,24.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.08.2015,,
6,Viimeisin rekisteröintiajankohta,12.04.2023,12.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,24.08.2015,,
8,Yrityksen tila,Rekisterissä,24.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.03.2023,
11,Yhteystiedot,,13.01.2021,
12,Postiosoite,Reviisorinkatu 3  02770  Espoo  Suomi,,
13,Käyntiosoite,Reviisorinkatu 3  02770  Espoo  Suomi,,
14,Puhelin,0400 448 187,,
15,Sähköposti,info(a)tempokeskus.fi,,
16,Www,http://www.tempokeskus.fi,,
