,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kumipörssi Tommi Lappalainen Oy,10.04.2015,
1,Y-tunnus,2683662-3,,
2,Kotipaikka,Joensuu,10.04.2015,
3,Yritysmuoto,Osakeyhtiö,10.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.04.2015,,
6,Viimeisin rekisteröintiajankohta,17.09.2022,17.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,10.04.2015,,
8,Yrityksen tila,Rekisterissä,10.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,10.07.2020,
11,Yhteystiedot,,26.03.2015,
12,Postiosoite,Kuurnankatu 39  80100  Joensuu  Suomi,,
13,Käyntiosoite,Kuurnankatu 39  80100  Joensuu  Suomi,,
14,Puhelin,050 3869693,,
15,Sähköposti,tommi(a)joensuunkumiporssi.fi,,
