,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,HSE-Man Oy,12.03.2015,
1,Y-tunnus,2680301-2,,
2,Kotipaikka,Porvoo,12.03.2015,
3,Yritysmuoto,Osakeyhtiö,12.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.03.2015,,
6,Viimeisin rekisteröintiajankohta,15.11.2022,15.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,12.03.2015,,
8,Yrityksen tila,Rekisterissä,12.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,12.08.2022,
11,Yhteystiedot,,19.01.2023,
12,Postiosoite,Tikkulantie 2  28100  Pori  Suomi,,
13,Käyntiosoite,Tikkulantie 2  28100  Pori  Suomi,,
