,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,HANKINTA HELMI OY,29.12.2015,
1,Y-tunnus,2730588-3,,
2,Kotipaikka,Helsinki,29.12.2015,
3,Yritysmuoto,Osakeyhtiö,29.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.12.2015,,
6,Viimeisin rekisteröintiajankohta,29.04.2023,29.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,29.12.2015,,
8,Yrityksen tila,Rekisterissä,29.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.11.2021,
11,Yhteystiedot,,06.05.2021,
12,Postiosoite,Maasillantie 5 C 8  02780  Espoo  Suomi,,
13,Puhelin,0105674979,,
14,Sähköposti,info(a)hankintahelmi.fi,,
15,Www,http://www.hankintahelmi.fi,,
