,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Konekiesi Oy,23.02.2015,
1,Y-tunnus,2670645-8,,
2,Kotipaikka,Säkylä,17.02.2016,
3,Yritysmuoto,Osakeyhtiö,23.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.02.2015,,
6,Viimeisin rekisteröintiajankohta,04.05.2022,04.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,23.02.2015,,
8,Yrityksen tila,Rekisterissä,23.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,27.01.2015,
12,Postiosoite,Peltolantie 100  27860  Köyliö  Suomi,,
13,Käyntiosoite,Rantatie 67  27800  Säkylä  Suomi,,
14,Puhelin,0400 747 833,,
