,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rival Alternative Invest Oy,01.01.2023,
1,Y-tunnus,2711724-1,,
2,Kotipaikka,Helsinki,01.01.2023,
3,Yritysmuoto,Osakeyhtiö,01.01.2023,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.09.2015,,
6,Viimeisin rekisteröintiajankohta,02.01.2023,02.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,29.09.2015,,
8,Yrityksen tila,Rekisterissä,29.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.01.2023,
11,Yhteystiedot,,08.09.2020,
12,Postiosoite,PL 226  00101  Helsinki  Suomi,,
