,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lomamökit Pohjolantuvat Oy,10.02.2021,
1,Y-tunnus,2666331-2,,
2,Kotipaikka,Lohja,09.02.2015,
3,Yritysmuoto,Osakeyhtiö,09.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.02.2015,,
6,Viimeisin rekisteröintiajankohta,12.01.2022,12.01.2022,
7,Yrityksen tiedot järjestelmässä alkaen,09.02.2015,,
8,Yrityksen tila,Rekisterissä,10.02.2021,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,12.01.2022,
11,Yhteystiedot,,05.03.2021,
12,Postiosoite,Gustavsberg 70  08800  Lohja  Suomi,,
13,Käyntiosoite,Keloniementie 58  08800  Lohja  Suomi,,
14,Puhelin,0408444537,,
15,Sähköposti,info(a)pohjolantuvat.fi,,
