,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,SepeliTekniikka Oy,01.02.2021,
1,Y-tunnus,2715575-8,,
2,Kotipaikka,Kotka,01.02.2021,
3,Yritysmuoto,Osakeyhtiö,22.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.10.2015,,
6,Viimeisin rekisteröintiajankohta,21.06.2022,21.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,22.10.2015,,
8,Yrityksen tila,Rekisterissä,22.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.03.2021,
11,Yhteystiedot,,24.03.2021,
12,Postiosoite,Kyminlinnantie 6  48600  Kotka  Suomi,,
13,Käyntiosoite,Kyminlinnantie 6  48600  Kotka  Suomi,,
14,Puhelin,0400385007,,
