,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Jyväskylän Taulun Parkki Oy,08.05.2015,
1,Y-tunnus,2687478-5,,
2,Kotipaikka,Jyväskylä,08.05.2015,
3,Yritysmuoto,Osakeyhtiö,08.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.05.2015,,
6,Viimeisin rekisteröintiajankohta,19.07.2022,19.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.05.2015,,
8,Yrityksen tila,Rekisterissä,08.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,21.06.2022,
12,Postiosoite,c/o Jyvässeudun Kiinteistöpaletti  Länsiväylä 4 A  40630  Jyväskylä  Suomi,,
13,Käyntiosoite,c/o Jyvässeudun Kiinteistöpaletti  Länsiväylä 4 A  40630  Jyväskylä  Suomi,,
14,Puhelin,"0207401760, 0207401760",,
15,Sähköposti,jskipa(a)jskipa.fi,,
16,Www,http://www.jskipa.fi,,
