,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Korjaus Lehto Oy,14.04.2015,
1,Y-tunnus,2685042-5,,
2,Kotipaikka,Kangasala,14.04.2015,
3,Yritysmuoto,Osakeyhtiö,14.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.04.2015,,
6,Viimeisin rekisteröintiajankohta,01.11.2022,01.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,14.04.2015,,
8,Yrityksen tila,Rekisterissä,14.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.03.2020,
11,Yhteystiedot,,14.03.2022,
12,Postiosoite,Sarjantie 3  33560  Tampere  Suomi,,
13,Käyntiosoite,Sarjantie 3  33560  Tampere  Suomi,,
14,Puhelin,"0415338638, 0415338638",,
15,Sähköposti,pekka.lehto(a)korjauslehto.fi,,
16,Www,http://www.korjauslehto.fi,,
