,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,FinEq International Oy,30.11.2015,
1,Y-tunnus,2726485-8,,
2,Kotipaikka,Kontiolahti,30.11.2015,
3,Yritysmuoto,Osakeyhtiö,30.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.11.2015,,
6,Viimeisin rekisteröintiajankohta,23.04.2023,23.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,30.11.2015,,
8,Yrityksen tila,Rekisterissä,30.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.07.2020,
11,Yhteystiedot,,30.11.2015,
12,Postiosoite,Ensolantie 2  80710  Lehmo  Suomi,,
13,Käyntiosoite,Ensolantie 2  80710  Lehmo  Suomi,,
