,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Konepalvelu Gunn Oy,28.04.2015,
1,Y-tunnus,2686205-5,,
2,Kotipaikka,Turku,28.04.2015,
3,Yritysmuoto,Osakeyhtiö,28.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,28.04.2015,,
6,Viimeisin rekisteröintiajankohta,24.02.2023,24.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,28.04.2015,,
8,Yrityksen tila,Rekisterissä,28.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.11.2019,
11,Yhteystiedot,,14.04.2015,
12,Postiosoite,Haavistonkuja 11  20400  Turku  Suomi,,
