,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Dimen Tampere Oy,11.08.2015,
1,Y-tunnus,2701110-5,,
2,Kotipaikka,Humppila,11.08.2015,
3,Yritysmuoto,Osakeyhtiö,11.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.08.2015,,
6,Viimeisin rekisteröintiajankohta,02.12.2022,02.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,11.08.2015,,
8,Yrityksen tila,Rekisterissä,11.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.05.2020,
11,Yhteystiedot,,22.11.2016,
12,Postiosoite,Viinikankatu 47  33800  Tampere  Suomi,,
13,Käyntiosoite,Viinikankatu 47  33800  Tampere  Suomi,,
14,Puhelin,0503464129,,
15,Sähköposti,info(a)dimen.fi,,
16,Www,http://www.dimen.fi,,
