,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Maito Farmarit Oy,20.01.2016,
1,Y-tunnus,2736209-5,,
2,Kotipaikka,Orimattila,20.01.2016,
3,Yritysmuoto,Osakeyhtiö,20.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.01.2016,,
6,Viimeisin rekisteröintiajankohta,27.10.2022,27.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,20.01.2016,,
8,Yrityksen tila,Rekisterissä,20.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.09.2019,
11,Yhteystiedot,,14.01.2016,
12,Postiosoite,Kimonkyläntie 284  16230  Artjärvi Kk  Suomi,,
13,Puhelin,0505625965,,
