,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Finbex Oy,05.11.2018,
1,Y-tunnus,2688319-8,,
2,Kotipaikka,Espoo,06.05.2015,
3,Yritysmuoto,Osakeyhtiö,06.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.05.2015,,
6,Viimeisin rekisteröintiajankohta,11.05.2022,11.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,06.05.2015,,
8,Yrityksen tila,Rekisterissä,06.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.03.2020,
11,Yhteystiedot,,01.03.2022,
12,Postiosoite,c/o Wega Group Oy  Miestentie 7  02150  Espoo  Suomi,,
13,Käyntiosoite,c/o Wega Group Oy  Miestentie 7  02150  Espoo  Suomi,,
14,Sähköposti,info(a)finbex.fi,,
15,Www,http://www.finbex.fi,,
