,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kerros Solutions Oy,27.04.2015,
1,Y-tunnus,2687371-5,,
2,Kotipaikka,Helsinki,27.04.2015,
3,Yritysmuoto,Osakeyhtiö,27.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.04.2015,,
6,Viimeisin rekisteröintiajankohta,08.11.2022,08.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.04.2015,,
8,Yrityksen tila,Rekisterissä,27.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.03.2020,
11,Yhteystiedot,,27.09.2020,
12,Postiosoite,Fredikanterassi 3 D 203  00520  Helsinki  Suomi,,
13,Käyntiosoite,Fredikanterassi 3 D 203  00520  Helsinki  Suomi,,
14,Sähköposti,info(a)kerrossolutions.com,,
15,Www,http://www.kerrossolutions.com,,
