,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lapin Marmaris Oy,01.01.2016,
1,Y-tunnus,2732536-6,,
2,Kotipaikka,Rovaniemi,01.01.2016,
3,Yritysmuoto,Osakeyhtiö,01.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.01.2016,,
6,Viimeisin rekisteröintiajankohta,04.10.2019,04.10.2019,
7,Yrityksen tiedot järjestelmässä alkaen,01.01.2016,,
8,Yrityksen tila,Rekisterissä,01.01.2016,
9,Yrityksen tilanne,Konkurssissa,04.10.2019,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,23.02.2018,
13,Postiosoite,Ainonkatu 3  96200  Rovaniemi  Suomi,,
14,Käyntiosoite,Ainonkatu 3  96200  Rovaniemi  Suomi,,
15,Puhelin,"016344330, 016344330",,
16,Sähköposti,farhad-doski12(a)outlook.com,,
