,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ab BM VVS-teknik Oy,11.09.2015,
1,Y-tunnus,2708019-4,,
2,Kotipaikka,Mustasaari,11.09.2015,
3,Yritysmuoto,Osakeyhtiö,11.09.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,11.09.2015,,
6,Viimeisin rekisteröintiajankohta,21.05.2022,21.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,11.09.2015,,
8,Yrityksen tila,Rekisterissä,11.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,04.09.2015,
12,Postiosoite,c/o Benny Mörk  Koskövägen 684  65650  Koskö,,
13,Käyntiosoite,c/o Benny Mörk  Koskövägen 684  65650  Koskö,,
