,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Point Break Events Oy,29.02.2016,
1,Y-tunnus,2738268-6,,
2,Kotipaikka,Espoo,29.02.2016,
3,Yritysmuoto,Osakeyhtiö,29.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.02.2016,,
6,Viimeisin rekisteröintiajankohta,31.05.2023,31.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,29.02.2016,,
8,Yrityksen tila,Rekisterissä,29.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.05.2023,
11,Yhteystiedot,,21.01.2016,
12,Postiosoite,Klovinrinne 13 B 3  02180  Espoo  Suomi,,
13,Käyntiosoite,Klovinrinne 13 B 3  02180  Espoo  Suomi,,
14,Puhelin,0458045090,,
15,Sähköposti,info(a)pointbreak.fi,,
16,Www,http://www.pointbreak.fi,,
